Entity Type,Word,Count
Drug,37370,4
Drug,mcg/d,4
Drug,LAMIVUDINE,4
Drug,poorly,4
Drug,Lamtidine,4
Drug,Nephropathy,4
Drug,doxyzosin,4
Drug,Viracept,4
Drug,BNU,4
Drug,Tetrabenazine,4
Drug,AST-130,4
Drug,chronically,4
Drug,Ct-731,4
Drug,probabaly,4
Drug,Bad,4
Drug,Purinethol,4
Drug,220/140,4
Drug,Age,4
Drug,compound,4
Drug,Mexilitene,4
Drug,Alcian,4
Drug,Experimented,4
Drug,Sandimmune,4
Drug,Lymphs-36.9,4
Drug,Carboxymethylcellulose,4
Drug,tempature,4
Drug,19-year-old,4
Drug,saddle,4
Drug,whose,4
Drug,cc/24,4
Drug,De,4
Drug,Quarvain,4
Drug,HGB-16.2,4
Drug,Ketaconazole,4
Drug,Vi,4
Drug,speedball,4
Drug,Xanthines,4
Drug,CMP,4
Drug,TAM,4
Drug,amlodipine-atorvastatin,4
Drug,5.4,4
Drug,Pappenh-OCCASIONAL,4
Drug,after,4
Drug,2149,4
Drug,supra-azygos,4
Drug,dark,4
Drug,potassium-sparing,4
Drug,LPV,4
Drug,insulin-dependent,4
Drug,M4,4
Drug,Fluoxetin,4
Drug,12:00,4
Drug,hrs,4
Drug,Oxymorphone,4
Drug,Tues,4
Drug,vancomycin-,4
Drug,repeat,4
Drug,MULTIPLANAR,4
Drug,volume,4
Drug,calTCO2,4
Drug,PORT,4
Drug,nondisplaced,4
Drug,Exforge,4
Drug,111,4
Drug,RBC-3.34,4
Drug,K-sparing,4
Drug,PHOS-30,4
Drug,eAG-140,4
Drug,Methylcellulose,4
Drug,JAK,4
Drug,Orthopedic/Spine,4
Drug,Polys-72,4
Drug,Propulsid,4
Drug,q2,4
Drug,walker/cane,4
Drug,sat>90,4
Drug,Dementia/delirium,4
Drug,Gingko,4
Drug,Replacement,4
Drug,GTN,4
Drug,GABA,4
Drug,ALT-82,4
Drug,steel,4
Drug,1:10,4
Drug,HbA1c-8.7,4
Drug,Pentosan,4
Drug,NET,4
Drug,Anti-hypertensives,4
Drug,2166,4
Drug,CDI,4
Drug,Dop,4
Drug,Phentermine,4
Drug,levophed/dopamine,4
Drug,C3-C7,4
Drug,--Ipratropium,4
Drug,Leukeran,4
Drug,stable/baseline,4
Drug,antiacid,4
Drug,abatacept,4
Drug,HR73,4
Drug,levofloaxacin,4
Drug,HTLV-1,4
Drug,HbA1c-12.7,4
Drug,A-Vitamin,4
Drug,AnGap-10,4
Drug,D-12.5-W,4
Drug,KRAS,4
Drug,500cc,4
Drug,Oramorph,4
Drug,DIC,4
Drug,1:20,4
Drug,5mg/kg,4
Drug,inlcude,4
Drug,lips,4
Drug,Cortsol-8.7,4
Drug,camisole,4
Drug,Tolectin,4
Drug,TBIL,4
Drug,H.flu,4
Drug,Strength-,4
Drug,DDP,4
Drug,10733,4
Drug,Parcopa,4
Drug,DPI,4
Drug,Cholest-112,4
Drug,2L/min,4
Drug,Amidarone,4
Drug,Apgars,4
Drug,POD29,4
Drug,Ecotrin,4
Drug,NOt,4
Drug,insulin-,4
Drug,Amylase-103,4
Drug,5U,4
Drug,A+W.,4
Drug,Rimantadine,4
Drug,38864,4
Drug,Y,4
Drug,3u,4
Drug,reagin,4
Drug,Suppositories,4
Drug,Caclium,4
Drug,BILI-0.6,4
Drug,completely,4
Drug,NA+-137,4
Drug,Prednison,4
Drug,B6-VIT,4
Drug,x5(LIMA-LAD,4
Drug,0U,4
Drug,2197,4
Drug,2100,4
Drug,HbA1c-7.4,4
Drug,AIT,4
Drug,CO2-,4
Drug,nuts,4
Drug,clean/intact,4
Drug,Vanomycin,4
Drug,tent,4
Drug,VII--,4
Drug,Liters,4
Drug,Oxandrin,4
Drug,sat=91,4
Drug,NH,4
Drug,Oxandrolone,4
Drug,vert,4
Drug,Ct-710,4
Drug,Alvesco,4
Drug,lasix/potassium,4
Drug,2167,4
Drug,Orap,4
Drug,KG,4
Drug,sulfuric,4
Drug,-fluoxetine,4
Drug,30mg/m2,4
Drug,AST-32,4
Drug,2163,4
Drug,Flex,4
Drug,2LNC,4
Drug,LAMBDA-DONE,4
Drug,200mg/mL,4
Drug,ih,4
Drug,AlkPhos-386,4
Drug,RCVP,4
Drug,TRUVADA,4
Drug,5)Hx,4
Drug,Drisdol,4
Drug,doses/day,4
Drug,CTx,4
Drug,61443,4
Drug,BKA,4
Drug,600-mg,4
Drug,2108,4
Drug,MONOS-4.4,4
Drug,100/RA,4
Drug,60mL,4
Drug,Eldepryl,4
Drug,CHOP-R,4
Drug,inhalation,4
Drug,pneumonia/bacteremia,4
Drug,HbA1c-11.6,4
Drug,Lymphs-37.7,4
Drug,19755,4
Drug,Magoxide,4
Drug,HGB-14.8,4
Drug,TIDAL,4
Drug,MAG,4
Drug,XELIRI,4
Drug,RAD-001,4
Drug,Afibb,4
Drug,Proamatine,4
Drug,estrogen/progesterone,4
Drug,-continue,4
Drug,Vaginal,4
Drug,patch-,4
Drug,2190,4
Drug,by:[**2110,4
Drug,Hippurate,4
Drug,[**2175,4
Drug,MONOS-3.6,4
Drug,300MG,4
Drug,ccs,4
Drug,AE1/3/CAM,4
Drug,DMC,4
Drug,Cell,4
Drug,Buprenorphine,4
Drug,Hypertensin,4
Drug,AZ,4
Drug,low-cholesterol,4
Drug,Ethosuximide,4
Drug,Neurosurgery/Spine,4
Drug,25OH,4
Drug,-sodium,4
Drug,tacrolimus/prednisone,4
Drug,FPP,4
Drug,CVA.HIT,4
Drug,120's-130,4
Drug,Leg,4
Drug,c/v,4
Drug,amiodarone/lidocaine,4
Drug,ALT(SGPT)-140,4
Drug,Dimenhydrinate,4
Drug,IgG,4
Drug,57669,4
Drug,dactinomycin,4
Drug,Glucose-37,4
Drug,Arsenic,4
Drug,CD-23,4
Drug,60/12,4
Drug,Avonex,4
Drug,TEMPORARILY,4
Drug,Vd/Vt,4
Drug,Oxaliplatinum,4
Drug,GENTAMICIN------------,4
Drug,SNP,4
Drug,BEACOPP,4
Drug,AZO,4
Drug,V72,4
Drug,delririum,3
Drug,daunurubicin,3
Drug,tocommunicate,3
Drug,dypneic,3
Drug,ropinerole,3
Drug,neosynphrine,3
Drug,nucleatum,3
Drug,vancoycin,3
Drug,qwed,3
Drug,reliever,3
Drug,inslulin,3
Drug,meloxican,3
Drug,oxycarbazepine,3
Drug,suggesing,3
Drug,ckmbi,3
Drug,carbacephem,3
Drug,iun,3
Drug,metal,3
Drug,acetaminphen,3
Drug,todate,3
Drug,intraop,3
Drug,boswellia,3
Drug,jolsin,3
Drug,guafenisin,3
Drug,ciprofoxacin,3
Drug,without,3
Drug,systane,3
Drug,melena,3
Drug,oxcarbamazepine,3
Drug,acetylcystine,3
Drug,peanut,3
Drug,pipericillin,3
Drug,polycythemia,3
Drug,ileum,3
Drug,nimodpine,3
Drug,abate,3
Drug,ototoxicity,3
Drug,pituitary,3
Drug,loperamine,3
Drug,cryptoheptadine,3
Drug,anti,3
Drug,effusions,3
Drug,thsi,3
Drug,customined,3
Drug,ceas,3
Drug,viii,3
Drug,tricor,3
Drug,perifalcine,3
Drug,amonium,3
Drug,ampicilin,3
Drug,pod,3
Drug,tachypnea,3
Drug,mechlorethamine,3
Drug,pneumococci,3
Drug,ovarian,3
Drug,lrrt,3
Drug,sleep,3
Drug,stainable,3
Drug,azithryomycin,3
Drug,methylnatrexone,3
Drug,pending,3
Drug,hyoscine,3
Drug,spirivia,3
Drug,qweek,3
Drug,proteinuria,3
Drug,ag,3
Drug,moderate,3
Drug,mefloquine,3
Drug,fecium,3
Drug,pantoproazole,3
Drug,compression,3
Drug,herniation,3
Drug,atalectasis,3
Drug,jaundice,3
Drug,oxycontine,3
Drug,sulfat,3
Drug,desturate,3
Drug,sluggish,3
Drug,calan,3
Drug,ekg,3
Drug,phen,3
Drug,largly,3
Drug,rofecoxib,3
Drug,moderately,3
Drug,lycopen,3
Drug,cryo,3
Drug,rrr,3
Drug,blockade,3
Drug,gentimycin,3
Drug,ciprofloxaxin,3
Drug,deficit,3
Drug,qweekly,3
Drug,late,3
Drug,hbsab,3
Drug,urosepsis,3
Drug,carvidilol,3
Drug,simvastation,3
Drug,profopol,3
Drug,hepatotoxins,3
Drug,clindaycin,3
Drug,discountinued,3
Drug,hemolytic,3
Drug,color,3
Drug,sinvastatin,3
Drug,admininstered,3
Drug,fondaperineux,3
Drug,desmospressin,3
Drug,prbs,3
Drug,ampillicin,3
Drug,carteolol,3
Drug,during,3
Drug,slcloudy,3
Drug,succinylcoline,3
Drug,assymmetric,3
Drug,acis,3
Drug,pyuria,3
Drug,lcta,3
Drug,decresing,3
Drug,neurotoxicity,3
Drug,wear,3
Drug,perforation,3
Drug,phenyleprhine,3
Drug,papain,3
Drug,apresoline,3
Drug,prunes,3
Drug,afb,3
Drug,brady,3
Drug,tablespoon,3
Drug,appl,3
Drug,propafenon,3
Drug,hydralzyine,3
Drug,floridil,3
Drug,rituxumab,3
Drug,percedex,3
Drug,bs,3
Drug,telavancin,3
Drug,core,3
Drug,cephalothin,3
Drug,hydralzaine,3
Drug,norepinehprine,3
Drug,ptt,3
Drug,glarine,3
Drug,cretinine,3
Drug,adenopathy,3
Drug,adnexal,3
Drug,glutamic,3
Drug,sulfazine,3
Drug,cardiovascular,3
Drug,fenofexadine,3
Drug,mastectomy,3
Drug,plaques,3
Drug,cyanoacrylate,3
Drug,home,3
Drug,aerosolization,3
Drug,mobitz,3
Drug,doxyclycine,3
Drug,spectazole,3
Drug,gain,3
Drug,tbm,3
Drug,tracheobronchomalacia,3
Drug,nearsyncope,3
Drug,accomadate,3
Drug,lvef,3
Drug,prevacid,3
Drug,arrhythmia,3
Drug,hemorrhoidectomy,3
Drug,ffp,3
Drug,peritoneal,3
Drug,kyphoscolosis,3
Drug,withdrawl,3
Drug,picolinate,3
Drug,darbepoeitin,3
Drug,inaddition,3
Drug,iga,3
Drug,sildenfil,3
Drug,hydroxyapatite,3
Drug,novalin,3
Drug,ipratoprium,3
Drug,ptsd,3
Drug,conjugate,3
Drug,ld,3
Drug,ldh,3
Drug,azmacort,3
Drug,glu,3
Drug,ph,3
Drug,cholescystitis,3
Drug,sacle,3
Drug,lescol,3
Drug,depressed,3
Drug,sinusitis,3
Drug,mitrazapine,3
Drug,flair,3
Drug,cholecystitis,3
Drug,horomone,3
Drug,goal,3
Drug,meperedine,3
Drug,malaise,3
Drug,haart,3
Drug,enapril,3
Drug,will,3
Drug,solostar,3
Drug,qw,3
Drug,wound,3
Drug,qwednesday,3
Drug,hypothermia,3
Drug,tthis,3
Drug,antral,3
Drug,ectasia,3
Drug,encephelopathy,3
Drug,vomitting,3
Drug,interatrial,3
Drug,septum,3
Drug,cathecholamine,3
Drug,dextro,3
Drug,as,3
Drug,tenofivir,3
Drug,cheese,3
Drug,unitl,3
Drug,sulfer,3
Drug,meds,3
Drug,watermelon,3
Drug,xylose,3
Drug,concoiousness,3
Drug,dobumatine,3
Drug,multilobar,3
Drug,decompensated,3
Drug,aniso,3
Drug,pericarditis,3
Drug,lumpectomy,3
Drug,resis,3
Drug,tigecyline,3
Drug,darbopoetin,3
Drug,phenolate,3
Drug,pincer,3
Drug,varicella,3
Drug,bitartrate,3
Drug,triamterine,3
Drug,stimulation,3
Drug,ciplatin,3
Drug,bilirubine,3
Drug,nitroglcyerin,3
Drug,sestimibe,3
Drug,sulfonyurea,3
Drug,clonazepan,3
Drug,zonisomide,3
Drug,heme,3
Drug,emtricitabin,3
Drug,psy,3
Drug,crestor,3
Drug,remifentanil,3
Drug,bence,3
Drug,flagl,3
Drug,sarcoid,3
Drug,trbc,3
Drug,nasopharyngeal,3
Drug,thicknesses,3
Drug,prep,3
Drug,formeterol,3
Drug,acitretin,3
Drug,bronchovascular,3
Drug,previously,3
Drug,prenisolone,3
Drug,ingrown,3
Drug,compains,3
Drug,semiovale,3
Drug,soaps,3
Drug,gasy,3
Drug,impove,3
Drug,hydrocotisone,3
Drug,vs,3
Drug,cetyl,3
Drug,hallucinogens,3
Drug,aberrancy,3
Drug,albicans,3
Drug,avulsion,3
Drug,kariva,3
Drug,latulose,3
Drug,living,3
Drug,donor,3
Drug,nalidixic,3
Drug,colness,3
Drug,methasone,3
Drug,alopurinol,3
Drug,impenem,3
Drug,tachycradia,3
Drug,boths,3
Drug,sclerosis,3
Drug,halidol,3
Drug,amikaicin,3
Drug,cefazoline,3
Drug,chemisty,3
Drug,extensive,3
Drug,vancocin,3
Drug,rosiglitizone,3
Drug,tangental,3
Drug,hyperphosphatemia,3
Drug,ascorbate,3
Drug,supraventricular,3
Drug,multinodular,3
Drug,epigatrium,3
Drug,choledocholithiasis,3
Drug,indulin,3
Drug,converstion,3
Drug,tosemide,3
Drug,mucositis,3
Drug,oxandrolone,3
Drug,azetreonam,3
Drug,ppi,3
Drug,hemtoma,3
Drug,fosamax,3
Drug,hydroxine,3
Drug,atretic,3
Drug,rima,3
Drug,crf,3
Drug,azithormycin,3
Drug,tobramyacin,3
Drug,tarted,3
Drug,significant,3
Drug,hydromophone,3
Drug,pins,3
Drug,year,3
Drug,laculose,3
Drug,reg,3
Drug,groove,3
Drug,coenzyme,3
Drug,dribbled,3
Drug,methenamine,3
Drug,toridol,3
Drug,thr,3
Drug,andno,3
Drug,erosive,3
Drug,myeloma,3
Drug,bisphosphanates,3
Drug,alcian,3
Drug,rhinorrhea,3
Drug,estazolam,3
Drug,abestos,3
Drug,funguria,3
Drug,cysplatin,3
Drug,amitriptylline,3
Drug,rebolus,3
Drug,open,3
Drug,qsnack,3
Drug,nmol,3
Drug,erythromyocin,3
Drug,componenent,3
Drug,intracolic,3
Drug,soot,3
Drug,filgrastin,3
Drug,esrd,3
Drug,btwn,3
Drug,diverticulum,3
Drug,intake,3
Drug,venlafexine,3
Drug,size,3
Drug,hx,3
Drug,leveofloxacin,3
Drug,glatiramer,3
Drug,tropnins,3
Drug,peramide,3
Drug,pentazocine,3
Drug,belladonna,3
Drug,sildanefil,3
Drug,intolerance,3
Drug,amikcacin,3
Drug,buttocks,3
Drug,coli,3
Drug,niddm,3
Drug,magoxide,3
Drug,thickening,3
Drug,bmt,3
Drug,barcarbonate,3
Drug,toxicitiy,3
Drug,ileostomy,3
Drug,osteopenia,3
Drug,flomax,3
Drug,wnl,3
Drug,dipyramidole,3
Drug,tibe,3
Drug,topical,3
Drug,iodoquinol,3
Drug,prasugril,3
Drug,milleri,3
Drug,watery,3
Drug,photopenia,3
Drug,sigmoid,3
Drug,parathormone,3
Drug,cariomegaly,3
Drug,propionobacterium,3
Drug,propranol,3
Drug,natremia,3
Drug,involving,3
Drug,alveolitis,3
Drug,placques,3
Drug,cmv,3
Drug,varicies,3
Drug,premavir,3
Drug,sludge,3
Drug,pressurs,3
Drug,malodorous,3
Drug,cor,3
Drug,cerebellum,3
Drug,turbuhaler,3
Drug,hallucinations,3
Drug,klonopin,3
Drug,necrophorum,3
Drug,methorexate,3
Drug,guifenesin,3
Drug,atrophine,3
Drug,hist,3
Drug,tonsils,3
Drug,colchicin,3
Drug,adddition,3
Drug,coartem,3
Drug,artemether,3
Drug,lumefantrine,3
Drug,cycles,3
Drug,avapro,3
Drug,diconjugate,3
Drug,clindamicin,3
Drug,hypoglycemia,3
Drug,collapse,3
Drug,suppressant,3
Drug,iloperidone,3
Drug,atorvaquone,3
Drug,biventricular,3
Drug,recently,3
Drug,palpiations,3
Drug,vencomycin,3
Drug,thirst,3
Drug,ceftriaxione,3
Drug,cath,3
Drug,ne,3
Drug,tretaed,3
Drug,cavity,3
Drug,theabsence,3
Drug,ureter,3
Drug,readressed,3
Drug,diffusely,3
Drug,torsimide,3
Drug,sulf,3
Drug,restrictive,3
Drug,datomycin,3
Drug,lactat,3
Drug,famcyclovir,3
Drug,toxoid,3
Drug,humatin,3
Drug,venlaxafine,3
Drug,vivitrol,3
Drug,bipap,3
Drug,tropicamide,3
Drug,microemulsion,3
Drug,midorine,3
Drug,oxacilin,3
Drug,halodol,3
Drug,gemcytabine,3
Drug,ferritins,3
Drug,bcr,3
Drug,abl,3
Drug,tizanadine,3
Drug,dimer,3
Drug,fosaprepitant,3
Drug,aprepitant,3
Drug,etiology,3
Drug,calciumcarbonate,3
Drug,planus,3
Drug,guiafenisin,3
Drug,microcytic,3
Drug,beclamethasone,3
Drug,cerefolin,3
Drug,unconjugated,3
Drug,clorazepam,3
Drug,dinner,3
Drug,fortify,3
Drug,gordonia,3
Drug,sulfasalzine,3
Drug,azitrhomycin,3
Drug,allogeneic,3
Drug,atazanvir,3
Drug,dihydroergotamine,3
Drug,pneumoperitoneum,3
Drug,cistracurium,3
Drug,adverse,3
Drug,lacteration,3
Drug,acebutalol,3
Drug,solumeterol,3
Drug,naturesis,3
Drug,lymphoid,3
Drug,flaygyl,3
Drug,antiacids,3
Drug,colomic,3
Drug,amoldipine,3
Drug,prednisonolone,3
Drug,spasms,3
Drug,gastroesophageal,3
Drug,nightly,3
Drug,rhinorrea,3
Drug,opth,3
Drug,evalutate,3
Drug,pentothal,3
Drug,month,3
Drug,lacs,3
Drug,flexerol,3
Drug,glitazone,3
Drug,lotensin,3
Drug,clindmycin,3
Drug,suppression,3
Drug,clinidamycin,3
Drug,provastatin,3
Drug,alloprinol,3
Drug,korvalol,3
Drug,fem,3
Drug,cramps,3
Drug,ofatumumab,3
Drug,cholestryamine,3
Drug,clarithromycine,3
Drug,amonia,3
Drug,frovatriptan,3
Drug,fexofenatine,3
Drug,oxytoca,3
Drug,thgouth,3
Drug,cephelexin,3
Drug,quietapine,3
Drug,amphotercin,3
Drug,cylosporine,3
Drug,ultram,3
Drug,cords,3
Drug,initilaly,3
Drug,phentermine,3
Drug,headaches,3
Drug,benfotiamine,3
Drug,tazarotene,3
Drug,leuks,3
Drug,pegasys,3
Drug,biopsy,3
Drug,paroxism,3
Drug,fifth,3
Drug,phosphrous,3
Drug,azathiprine,3
Drug,fluxoetine,3
Drug,presents,3
Drug,calcificatoins,3
Drug,icreased,3
Drug,proamatine,3
Drug,99649,3
Drug,25061,3
Drug,1970,3
Drug,V1046,3
Drug,4142,3
Drug,56981,3
Drug,V462,3
Drug,04111,3
Drug,99739,3
Drug,V1083,3
Drug,53550,3
Drug,9999,3
Drug,3314,3
Drug,V1090,3
Drug,56212,3
Drug,E8781,3
Drug,9895,3
Drug,V8741,3
Drug,7904,3
Drug,37274,3
Drug,8208,3
Drug,42781,3
Drug,920,3
Drug,1120,3
Drug,48283,3
Drug,V4577,3
Drug,5722,3
Drug,45620,3
Drug,1623,3
Drug,78079,3
Drug,36250,3
Drug,E9401,3
Drug,V1251,3
Drug,4660,3
Drug,25030,3
Drug,3330,3
Drug,V5332,3
Drug,33394,3
Drug,73390,3
Drug,34690,3
Drug,30523,3
Drug,99642,3
Drug,99672,3
Drug,79579,3
Drug,04104,3
Drug,V4511,3
Drug,56409,3
Drug,2114,3
Drug,4471,3
Drug,82021,3
Drug,25541,3
Drug,431,3
Drug,48241,3
Drug,53089,3
Drug,5718,3
Drug,78097,3
Drug,51884,3
Drug,45182,3
Drug,46619,3
Drug,3960,3
Drug,0796,3
Drug,V441,3
Drug,UCG-NEGATIVE,3
Drug,11:25PM,3
Drug,TEMP-38.1,3
Drug,thiazolidenediones,3
Drug,NEUTS-63.6,3
Drug,LYMPHS-29.2,3
Drug,-prophylaxis,3
Drug,high-potassium,3
Drug,PPI,3
Drug,albuterol/tiotropium,3
Drug,@baseline,3
Drug,1721,3
Drug,Sat-75,3
Drug,CM,3
Drug,Creat-72,3
Drug,75mg/d,3
Drug,Agitation/Delirium,3
Drug,FERAHEME,3
Drug,thereafter,3
Drug,THOMBUS,3
Drug,methacycline,3
Drug,401,3
Drug,ORG,3
Drug,room-air,3
Drug,NIF<-20,3
Drug,Coricidin,3
Drug,leukocytosis/bandemia,3
Drug,Aspirin/Persantine,3
Drug,600/600,3
Drug,ketones/glucose,3
Drug,ALT-27,3
Drug,97%5L,3
Drug,K-D3,3
Drug,Atithromycin,3
Drug,Vanc/cefepime/levofloxacin,3
Drug,sat26,3
Drug,Promethazine/Codeine,3
Drug,propriate,3
Drug,Mutamycin,3
Drug,pressors/vasodilators,3
Drug,PMP,3
Drug,x1.She,3
Drug,Fiorcet-Codeine,3
Drug,153,3
Drug,Nitroimidazole,3
Drug,Chlorophyllin,3
Drug,Chlorophyll,3
Drug,40IV,3
Drug,/EGD,3
Drug,lozengers,3
Drug,Amytriptaline,3
Drug,B6/B12/Folate,3
Drug,HCTZ/Lisinopril,3
Drug,delivery,3
Drug,HCT-37.4,3
Drug,ceftriaxone/vancomycin/ampicillin,3
Drug,CCE,3
Drug,amoxicillin/ampicillin,3
Drug,biceps,3
Drug,320mg/Hydrochlorothiazide,3
Drug,Name6,3
Drug,plasm,3
Drug,Gastric,3
Drug,64units,3
Drug,story/cytokine,3
Drug,sclae,3
Drug,Bumetamide,3
Drug,WBC-9.0,3
Drug,nods,3
Drug,CRP:187.4,3
Drug,DM1/hypoglycemia,3
Drug,Corynybacterium,3
Drug,cefazolin/gentamicin,3
Drug,Urocit-K,3
Drug,Low-density,3
Drug,sat:98/Ra,3
Drug,11.Vancomycin,3
Drug,-atropine,3
Drug,better/no,3
Drug,Amoxicillin/Clavulanic,3
Drug,AlkPhos-319,3
Drug,hydroxy-chloroquine,3
Drug,09:31PM,3
Drug,0.8-mg,3
Drug,propaphenone,3
Drug,protoporphyrins,3
Drug,400mg/kg/day,3
Drug,2%NU,3
Drug,BR(C5,3
Drug,AMYLASE-171,3
Drug,Adalact,3
Drug,Triamcinolone/Hydrochlorothiazide,3
Drug,CRP-152.4,3
Drug,MULT,3
Drug,bine,3
Drug,FSH-2.4,3
Drug,pOsm,3
Drug,low-estrogen,3
Drug,gemcitabine/oxaliplatin,3
Drug,6.Anemia,3
Drug,q4hrs,3
Drug,RAS,3
Drug,proBNP-39,3
Drug,5/500,3
Drug,angent,3
Drug,NEUTS-66.8,3
Drug,MRSE,3
Drug,1140,3
Drug,[**2189,3
Drug,10**]:00,3
Drug,"3880**],[**First",3
Drug,184/112,3
Drug,polpy,3
Drug,neuroma,3
Drug,lithotripsy/stone,3
Drug,lytes,3
Drug,Technicium,3
Drug,07:53PM,3
Drug,NIT,3
Drug,GONORRHEA/CHLAMYDIA,3
Drug,-Barrett,3
Drug,FEN-J,3
Drug,20.Ipratropium,3
Drug,caustic,3
Drug,73yoM,3
Drug,C2-C6,3
Drug,aorta/iliacs,3
Drug,Dab,3
Drug,lasix/dobutamine,3
Drug,--Tamsulosin,3
Drug,5FU/Leucovocin,3
Drug,ulcerating,3
Drug,asa-GI,3
Drug,3mg/day,3
Drug,6**]-urine,3
Drug,PEEP/PS,3
Drug,Vancpmycin,3
Drug,25-hydroxy,3
Drug,"175(1),ascorbic",3
Drug,PFA/SFA,3
Drug,inr>4.0,3
Drug,AMl,3
Drug,Ischemia,3
Drug,Lymphs-81,3
Drug,Amenia,3
Drug,0.2-mg,3
Drug,Filter,3
Drug,Polymyalgia,3
Drug,Mallindnat,3
Drug,cranbery,3
Drug,Tobramycin/dexamethasone,3
Drug,5950/4750,3
Drug,Acid-B2-B6,3
Drug,Josylin,3
Drug,COusin,3
Drug,methenimine,3
Drug,T5,3
Drug,dermatomal,3
Drug,ulna,3
Drug,Isoptin,3
Drug,metformin/rosiglitazone,3
Drug,BP:163/72,3
Drug,saturdation,3
Drug,SO2:96,3
Drug,initialy,3
Drug,L-foot,3
Drug,neuro-A&O3,3
Drug,200/40,3
Drug,HR=110s,3
Drug,PTO,3
Drug,Anaprox,3
Drug,MONOS-8.6,3
Drug,MCHC-33.0,3
Drug,Gemcitabin,3
Drug,1.2->1.7,3
Drug,carotids-,3
Drug,73.6,3
Drug,-nitrite,3
Drug,15**].then,3
Drug,sat99,3
Drug,zosyn/cipro,3
Drug,sat:94/RA,3
Drug,L:19.7,3
Drug,BB/CCB/Lasix,3
Drug,Cholecalciferol-vitamin,3
Drug,somewhat-,3
Drug,pridium,3
Drug,SSRI/Mirtazapine,3
Drug,P85,3
Drug,DR,3
Drug,AlkPhos-105,3
Drug,REQUIP,3
Drug,L:27.3,3
Drug,INDX-21.7,3
Drug,FAIRLY,3
Drug,MRSA/stenotrophomonas,3
Drug,MRSA/Stenotrophomonas,3
Drug,Clotiapine,3
Drug,cluster,3
Drug,Hypoandrogenism,3
Drug,300cc+,3
Drug,albuterol/ipratropium/fluticasone,3
Drug,7.22/68/110,3
Drug,imdur/hydralazine,3
Drug,guiaic+,3
Drug,48973,3
Drug,L:20.7,3
Drug,phlebitis-,3
Drug,Ascorbate,3
Drug,RBC-2.25,3
Drug,HCTS,3
Drug,Butalbital/ASA/Caffeine,3
Drug,MEN,3
Drug,LYMPHS-32.9,3
Drug,57373,3
Drug,Glucose-118,3
Drug,UreaN-14,3
Drug,tracheobrochomalacia,3
Drug,leveles,3
Drug,unknwon,3
Drug,TUMS/calcium,3
Drug,Clonadine,3
Drug,Pro,3
Drug,clarythromicin,3
Drug,Ocretotide,3
Drug,20Meq,3
Drug,LLE([**9,3
Drug,name(baseline,3
Drug,6x/day,3
Drug,Furoate,3
Drug,Monoxide,3
Drug,levoalbuterol,3
Drug,ALT(SGPT)-39,3
Drug,.9,3
Drug,-1L,3
Drug,Lexa,3
Drug,CO23,3
Drug,3679,3
Drug,29**]/9,3
Drug,2018**]-Medicine,3
Drug,PH-6.0,3
Drug,wellas,3
Drug,2000L,3
Drug,etc,3
Drug,Iu,3
Drug,AMYLASE-125,3
Drug,therapeutic-,3
Drug,Loss,3
Drug,240,3
Drug,NameIs,3
Drug,hydrofluoric,3
Drug,CK(CPK)-24,3
Drug,4L\nvia,3
Drug,TSH-0.36,3
Drug,Vent-CONTROLLED\n[**2153,3
Drug,HSV-1,3
Drug,olmesartan-hydrochlorothiazide,3
Drug,ObHx,3
Drug,-Atenolol,3
Drug,Disp:*132,3
Drug,Cheratussin,3
Drug,Htn,3
Drug,25mg/day,3
Drug,[**2191,3
Drug,Ferritn-298,3
Drug,TRF-110,3
Drug,throughout,3
Drug,Ga,3
Drug,248,3
Drug,[**2198,3
Drug,Constulose,3
Drug,MLA,3
Drug,Mg2,3
Drug,Disp:*100,3
Drug,status/somnolence,3
Drug,vancomycin/meropenem/levofloxacin,3
Drug,ciprofloxacin/dexamethasone,3
Drug,Hyperkalemia,3
Drug,37u,3
Drug,phtx,3
Drug,subcutaneously,3
Drug,PNTX,3
Drug,capecitabine/oxaliplatin,3
Drug,LYMPHS-28.4,3
Drug,90/40,3
Drug,N.H.,3
Drug,-----------------,3
Drug,mg/G,3
Drug,BILI-2.6,3
Drug,Azothiaprine,3
Drug,[**2153,3
Drug,Cinryze,3
Drug,AST(SGOT)-24,3
Drug,FAP,3
Drug,RR:12,3
Drug,VOL-400,3
Drug,ketolides,3
Drug,-RLL,3
Drug,anti-K,3
Drug,en,3
Drug,1:15,3
Drug,ca++,3
Drug,SULFONAMIDES,3
Drug,AST-177,3
Drug,NEUTROPENIC,3
Drug,Neratinib,3
Drug,tachypic,3
Drug,Amlodapine,3
Drug,Orudis,3
Drug,hypertrigylceridemia,3
Drug,Placement,3
Drug,MAO,3
Drug,6697**]:[**Telephone/Fax,3
Drug,ether,3
Drug,Line-midline,3
Drug,1:46,3
Drug,Anaerobes,3
Drug,Intal,3
Drug,TSpine,3
Drug,Metaclopromide,3
Drug,involved-field,3
Drug,peg-interferon,3
Drug,partial,3
Drug,Hyperlipedemia,3
Drug,Aluminum-Calcium,3
Drug,20mg/m2,3
Drug,q2H,3
Drug,GBP,3
Drug,AIDP,3
Drug,Initialy,3
Drug,CapeOx,3
Drug,Cholest-205,3
Drug,reddened,3
Drug,auditory,3
Drug,Levofoxacin,3
Drug,LD(LDH)-625,3
Drug,WXT,3
